,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
10644,66195947,47,Специалист,1,0,0,1,1,8500.0,1,0,1
10645,66195988,23,Специалист,1,0,1,2,2,6500.0,1,0,0
10646,66196113,29,Специалист,1,0,1,2,2,20000.0,1,0,0
10647,66196277,26,Специалист,1,0,1,1,1,7000.0,1,0,0
10648,66196363,26,Служащий,1,0,1,1,1,10000.0,1,0,0
10649,66196376,40,Специалист,1,0,1,2,2,15000.0,1,0,0
10650,66196409,25,Высококвалифиц. специалист,1,0,1,1,1,12000.0,1,0,0
10651,66196599,59,,0,1,1,1,0,6000.0,1,0,0
10652,66196644,22,Специалист,1,0,1,0,0,7000.0,1,0,0
10653,66196731,22,Специалист,1,0,1,0,0,9000.0,1,0,0
10654,66196821,49,Специалист,1,0,1,2,0,12000.0,1,0,0
10655,66196827,47,Специалист,1,0,1,2,0,15000.0,2,0,0
10657,66196925,32,Специалист,1,0,1,1,1,4500.0,1,0,0
10658,66196937,23,Специалист,1,0,1,0,0,10000.0,1,0,0
10659,66196948,25,Специалист,1,0,1,0,0,10000.0,1,0,0
10660,66197011,24,Специалист,1,0,1,1,1,18000.0,1,0,0
10661,66197067,41,Рабочий,1,0,0,2,2,15000.0,1,0,1
10662,66197155,64,,0,1,1,0,0,8200.0,1,0,0
10663,66197247,21,Специалист,1,0,1,0,0,12000.0,1,0,0
10664,66197372,23,Рабочий,1,0,1,1,1,4500.0,1,0,1
10665,66197418,26,Работник сферы услуг,1,0,1,1,1,8000.0,1,0,1
10666,66197493,33,Специалист,1,0,0,2,2,11000.0,1,0,1
10667,66197592,43,Рабочий,1,0,1,2,0,10000.0,1,0,0
10668,66197775,40,Руководитель среднего звена,1,0,1,1,1,9800.0,1,0,0
10669,66197808,25,Рабочий,1,0,1,1,1,10000.0,1,0,0
10670,66197969,24,Специалист,1,0,1,0,0,8000.0,1,0,0
10671,66198202,22,Специалист,1,0,1,0,0,10000.0,1,0,0
10672,66198271,34,Специалист,1,0,1,1,1,30000.0,2,0,0
10674,66198341,25,Специалист,1,0,1,0,0,15000.0,1,0,0
10675,66198380,45,Высококвалифиц. специалист,1,0,1,2,0,9000.0,1,0,0
10676,66198417,29,Специалист,1,0,1,2,2,8000.0,1,0,0
10677,66198505,28,Специалист,1,0,1,0,0,9000.0,1,0,0
10678,66198602,23,Специалист,1,0,1,0,0,10000.0,1,0,0
10679,66198702,35,Специалист,1,0,0,0,0,9700.0,1,0,1
10681,66198790,50,Индивидуальный предприниматель,1,0,1,3,0,11000.0,1,0,0
10682,66198822,25,Руководитель среднего звена,1,0,1,0,0,10000.0,1,0,0
10683,66198973,41,Работник сферы услуг,1,0,1,2,1,6000.0,1,0,0
10684,66199022,40,Рабочий,1,0,1,0,0,5300.0,1,0,0
10685,66199101,52,,0,1,1,1,0,6000.0,1,0,0
10686,66199120,22,Высококвалифиц. специалист,1,0,1,0,0,10000.0,1,0,0
10687,66199138,24,Высококвалифиц. специалист,1,0,1,0,0,17000.0,1,0,0
10688,66199218,24,Специалист,1,0,1,1,1,9000.0,1,0,0
10689,66199256,25,Специалист,1,0,1,1,1,5000.0,1,1,0
10690,66199297,22,Рабочий,1,0,1,0,0,5000.0,1,0,1
10691,66199850,58,Специалист,1,1,1,0,0,16000.0,1,0,0
10692,66199923,26,Специалист,1,0,1,0,0,13000.0,1,0,0
10693,66199928,24,Специалист,1,0,1,0,0,8000.0,1,0,0
10694,66200024,28,Специалист,1,0,1,0,0,11000.0,1,0,0
10695,66200104,26,Специалист,1,0,1,1,1,8000.0,1,0,0
10696,66200245,39,Руководитель среднего звена,1,0,1,1,1,5000.0,1,0,0
10697,66200289,26,Руководитель среднего звена,1,0,1,0,0,9000.0,1,0,0
10698,66200309,22,Специалист,1,0,1,0,0,9000.0,1,0,1
10699,66200380,24,Служащий,1,0,1,0,0,10000.0,1,0,0
10700,66200421,22,Специалист,1,0,1,0,0,17000.0,1,0,0
10701,66200442,24,Специалист,1,0,1,1,1,4600.0,1,0,1
10702,66200566,22,Служащий,1,0,1,0,0,5000.0,1,0,0
10703,66200632,24,Специалист,1,0,1,0,0,14000.0,1,0,0
10704,66200736,49,,0,1,1,2,0,8500.0,1,0,0
10705,66200802,22,Руководитель среднего звена,1,0,1,0,0,7100.0,1,0,0
10706,66200810,23,Специалист,1,0,1,0,0,13000.0,1,0,1
10707,66200872,22,Рабочий,1,0,1,2,2,7000.0,1,0,0
10708,66200983,31,Другое,1,0,0,2,2,12000.0,1,0,0
10709,66201037,26,Рабочий,1,0,1,1,1,7000.0,1,1,0
10710,66201073,22,Специалист,1,0,1,1,1,8000.0,1,0,0
10711,66201379,23,Рабочий,1,0,1,0,0,8000.0,1,0,0
10712,66201467,43,Специалист,1,0,1,1,1,10000.0,1,0,0
10713,66201526,40,Рабочий,1,0,1,2,1,10000.0,1,0,0
10714,66201675,25,Рабочий,1,0,1,1,1,7000.0,1,0,1
10715,66201980,22,Специалист,1,0,1,2,2,10000.0,1,0,0
10716,66202075,22,Рабочий,1,0,1,0,0,10000.0,1,0,0
10717,66313868,29,Специалист,1,0,0,1,1,6000.0,2,2,0
10719,66314025,34,Специалист,1,0,1,2,2,14000.0,2,2,0
10721,66314026,65,Специалист,1,0,1,0,0,10000.0,2,2,0
10723,66314201,25,Рабочий,1,0,0,1,1,10000.0,2,2,0
10725,66314475,36,Специалист,1,0,1,2,2,8000.0,4,4,0
10729,66314476,48,Специалист,1,0,1,3,0,8500.0,2,2,0
10731,66314805,58,Специалист,1,1,1,0,0,14000.0,3,3,0
10734,66314847,52,Рабочий,1,0,1,1,0,8000.0,2,2,0
10736,66315381,25,Специалист,1,0,1,2,2,10000.0,2,2,0
10738,66315387,36,Специалист,1,0,1,3,3,10000.0,4,4,0
10742,66316330,55,Специалист,1,0,0,0,0,8500.0,2,2,0
10744,66316628,60,Специалист,1,0,1,5,0,9000.0,2,2,0
10749,66317413,31,Руководитель среднего звена,1,0,0,0,0,30000.0,3,3,0
10752,66317701,27,Специалист,1,0,1,1,1,7000.0,3,3,0
10755,66317797,59,Специалист,1,1,0,3,1,18000.0,5,5,0
10760,66317956,25,Специалист,1,0,1,0,0,8500.0,4,4,0
10764,66317997,56,,0,1,1,1,1,4000.0,2,2,0
10766,66318002,36,Специалист,1,0,1,1,1,7500.0,2,2,0
10768,66318069,35,Специалист,1,0,1,2,2,15000.0,2,2,0
10770,66318239,43,Специалист,1,0,1,2,2,8000.0,3,3,0
10773,66318290,27,Специалист,1,0,0,0,0,22000.0,3,3,0
10776,66318353,52,Специалист,1,0,1,0,0,7000.0,2,2,0
10778,66318423,60,,0,1,1,0,0,6000.0,2,2,0
10780,66319110,36,Специалист,1,0,0,2,2,18000.0,2,2,0
10782,66319164,64,,0,1,1,0,0,5000.0,2,2,0
10784,66319165,54,Специалист,1,1,1,0,0,10000.0,2,2,0
10786,66320324,40,Специалист,1,0,1,1,1,5000.0,2,2,0
10788,66320327,39,Специалист,1,0,1,2,2,12500.0,3,3,0
10791,66320961,25,Специалист,1,0,0,1,1,12000.0,2,2,0
10793,66321313,40,Специалист,1,0,0,2,2,12000.0,2,2,0
10795,66321574,35,Специалист,1,0,0,1,1,12000.0,2,2,0
10797,66322097,36,Специалист,1,0,1,1,1,10000.0,2,2,0
10799,66322185,64,,0,1,1,2,0,5500.0,2,2,0
10801,66322361,25,Специалист,1,0,0,1,1,10000.0,2,2,0
10803,66322461,59,,0,1,0,0,0,4515.0,2,2,0
10805,66322634,48,Специалист,1,0,0,1,1,10000.0,2,2,0
10807,66322644,28,Специалист,1,0,1,1,1,8000.0,2,2,0
10809,66322813,38,Специалист,1,0,1,1,1,20000.0,3,3,0
10812,66323012,30,Специалист,1,0,1,2,2,8000.0,3,3,0
10815,66323104,29,Специалист,1,0,0,1,1,20000.0,2,2,0
10817,66323223,46,Специалист,1,0,1,2,0,13000.0,2,2,0
10819,66323534,49,Специалист,1,0,1,0,0,8000.0,3,3,1
10822,66323593,48,Специалист,1,0,1,1,1,8000.0,2,2,0
10824,66323676,54,Специалист,1,0,1,2,0,10000.0,3,3,0
10830,66323954,50,Специалист,1,0,0,0,0,10000.0,2,2,0
10832,66324867,51,Руководитель среднего звена,1,0,0,2,0,25000.0,2,2,0
10834,66324950,39,Специалист,1,0,0,2,1,20000.0,1,1,0
10835,66324981,33,Руководитель среднего звена,1,0,0,0,0,10000.0,3,3,0
10838,66325029,41,Специалист,1,0,1,0,0,8000.0,2,2,0
10840,66325105,42,Специалист,1,0,1,2,1,11000.0,2,2,0
10842,66325147,34,Специалист,1,0,1,0,0,7000.0,2,2,0
10844,66325262,51,Специалист,1,0,1,2,0,10000.0,2,2,0
10846,66325270,26,Специалист,1,0,1,1,1,9500.0,2,2,0
10848,66325303,28,Высококвалифиц. специалист,1,0,0,2,2,17000.0,3,3,0
10851,66325360,38,Рабочий,1,0,1,1,1,8000.0,2,2,0
10853,66325380,62,,0,1,1,0,0,9000.0,2,2,0
10855,66325701,34,Специалист,1,0,1,2,2,10000.0,2,2,0
10857,66325735,27,Специалист,1,0,0,2,3,30000.0,2,2,0
10859,66326023,44,Рабочий,1,0,1,2,1,5000.0,2,2,0
10861,66326363,25,Специалист,1,0,0,0,0,10500.0,6,6,0
10867,66326365,56,Специалист,1,0,1,2,0,8500.0,2,2,0
10869,66327043,35,Специалист,1,0,0,2,2,25000.0,1,1,0
10870,66327197,37,Специалист,1,0,1,1,1,10000.0,2,2,0
10872,66327234,44,Специалист,1,0,1,0,0,5800.0,3,3,0
10875,66327271,57,Руководитель среднего звена,1,0,1,1,0,12000.0,3,3,0
10878,66327318,30,Специалист,1,0,0,2,2,9300.0,2,2,0
10880,66327358,41,Специалист,1,0,1,2,2,7000.0,3,3,0
10883,66327751,52,Руководитель высшего звена,1,0,1,0,0,9000.0,2,2,0
10885,66328025,39,Специалист,1,0,1,2,2,8000.0,2,2,0
10887,66328150,39,Специалист,1,0,1,1,0,10000.0,3,3,0
10890,66328806,34,Руководитель высшего звена,1,0,0,2,2,27000.0,2,2,0
10892,66328850,52,Специалист,1,0,1,0,0,6500.0,2,2,0
10894,66328907,35,Специалист,1,0,0,1,1,10000.0,2,2,0
10896,66328915,48,Специалист,1,0,1,2,2,6000.0,2,2,0
10898,66328934,45,Специалист,1,0,1,1,1,10000.0,2,2,1
10900,66329126,24,Специалист,1,0,0,1,1,10000.0,3,3,0
10903,66329169,36,Руководитель среднего звена,1,0,1,2,1,15000.0,2,2,1
10905,66329657,56,Специалист,1,0,1,2,0,7000.0,3,3,0
10908,66329839,31,Служащий,1,0,0,1,1,23000.0,2,2,0
10910,66330037,53,Специалист,1,0,0,0,0,8000.0,2,2,0
10912,66330369,44,Специалист,1,0,0,0,0,7500.0,2,2,0
10914,66330404,40,Специалист,1,0,0,1,1,15000.0,2,2,0
10916,66330631,40,Специалист,1,0,1,3,2,7000.0,2,2,0
10918,66330709,37,Специалист,1,0,1,2,2,15000.0,3,3,0
10921,66330793,51,Специалист,1,0,1,1,1,12000.0,2,2,0
10923,66330851,42,Другое,1,0,1,1,1,4000.0,2,2,0
10925,66330964,35,Специалист,1,0,1,2,2,9000.0,3,3,0
10928,66331335,56,,0,1,1,2,0,4000.0,2,2,0
10930,66331336,38,Специалист,1,0,1,1,1,15000.0,3,3,0
10933,66331600,37,Специалист,1,0,1,2,2,5000.0,3,3,0
10936,66331697,27,Специалист,1,0,0,1,1,10300.0,2,2,0
10938,66331820,39,Специалист,1,0,1,2,2,10000.0,5,5,0
10943,66332002,36,Специалист,1,0,0,0,0,15000.0,3,3,0
10946,66332082,51,Специалист,1,0,0,0,0,6500.0,3,3,0
10949,66332146,32,Специалист,1,0,1,1,1,10000.0,2,2,0
10951,66332205,49,Рабочий,1,0,1,2,1,6000.0,2,2,0
10953,66332255,30,Специалист,1,0,1,1,1,10000.0,3,3,0
10956,66332466,41,Специалист,1,0,1,2,2,18000.0,3,3,0
10959,66332501,34,Специалист,1,0,1,0,0,8000.0,2,2,0
10961,66332620,40,Специалист,1,0,0,1,1,12000.0,2,2,0
10963,66332727,39,Специалист,1,0,1,1,1,5000.0,2,2,0
10965,66332765,56,Специалист,1,0,1,0,0,10000.0,2,2,0
10967,66332814,53,Руководитель среднего звена,1,0,1,2,0,8000.0,3,3,0
10970,66332851,45,Специалист,1,0,0,3,2,18000.0,3,3,1
10973,66333035,48,Специалист,1,0,1,0,0,5000.0,2,2,0
10975,66333080,36,Специалист,1,0,1,1,1,14000.0,2,2,0
10977,66333381,38,Специалист,1,0,0,3,3,10000.0,2,2,1
10979,66333423,60,,0,1,1,2,0,4500.0,2,2,0
10981,66333619,47,Специалист,1,0,1,1,0,13000.0,2,2,0
10983,66333685,61,,0,1,1,0,0,6000.0,4,4,0
10987,66333702,35,Индивидуальный предприниматель,1,0,1,3,3,15000.0,6,5,0
10993,66333745,29,Специалист,1,0,1,0,0,12000.0,3,3,0
10996,66333790,40,Специалист,1,0,1,2,1,13000.0,4,4,0
11000,66334066,35,Рабочий,1,0,1,1,1,15000.0,4,4,0
11004,66334152,25,Специалист,1,0,1,1,1,6000.0,3,3,0
11007,66334400,51,Служащий,1,0,1,0,0,7500.0,2,2,0
11009,66334810,28,Специалист,1,0,0,1,1,10000.0,2,2,0
11011,66335436,50,Специалист,1,0,1,2,2,5000.0,3,3,0
11014,66335733,29,Специалист,1,0,1,1,1,15000.0,2,2,0
11016,66335830,48,Специалист,1,0,1,2,1,6000.0,3,2,0
11019,66336048,31,Рабочий,1,0,0,1,1,15000.0,3,3,0
11022,66336050,32,Специалист,1,0,1,1,1,10000.0,3,3,0
11025,66401525,63,,0,1,1,1,0,5300.0,2,2,0
11027,66402537,31,Специалист,1,0,0,0,0,12000.0,2,2,0
11029,66402823,26,Высококвалифиц. специалист,1,0,0,1,1,11000.0,2,2,0
11031,66403829,39,Специалист,1,0,1,1,1,6000.0,2,2,0
11033,66404328,33,Специалист,1,0,1,2,2,6000.0,2,2,0
11035,66404404,31,Специалист,1,0,1,2,2,6000.0,2,2,0
11037,66404898,50,Специалист,1,0,0,0,0,6000.0,3,3,0
11040,66404899,36,Руководитель высшего звена,1,0,0,1,1,16000.0,4,4,0
11044,66405434,27,Специалист,1,0,1,1,1,10000.0,2,2,0
11046,66405513,31,Специалист,1,0,0,1,1,12000.0,1,1,0
11047,66405835,23,Служащий,1,0,1,0,0,15000.0,1,1,0
11048,66405957,22,Специалист,1,0,1,0,0,15000.0,1,1,0
11049,66405999,55,Служащий,1,0,0,0,0,5500.0,3,2,0
11052,66406945,44,Специалист,1,0,1,1,1,9000.0,4,4,0
11056,66407074,22,Специалист,1,0,1,0,0,15000.0,1,1,1
11057,66407163,57,Специалист,1,0,1,0,1,20000.0,5,5,0
11062,66407326,26,Специалист,1,0,1,0,0,15000.0,1,1,0
11063,66407488,30,Специалист,1,0,1,0,0,15000.0,1,1,0
11064,66407546,31,Специалист,1,0,1,2,2,9000.0,3,3,0
11067,66408686,24,Специалист,1,0,1,0,0,15000.0,1,1,0
11068,66408771,41,Специалист,1,0,1,1,0,12000.0,4,4,0
11072,66408811,27,Руководитель среднего звена,1,0,0,1,1,15000.0,2,2,0
11074,66409304,49,,0,1,1,1,0,6000.0,2,2,0
11076,66409329,36,Служащий,1,0,0,1,1,16000.0,4,4,0
11080,66409401,22,Работник сферы услуг,1,0,1,0,0,20000.0,1,1,0
11081,66409412,26,Высококвалифиц. специалист,1,0,1,1,1,16000.0,1,1,0
11082,66409426,39,Работник сферы услуг,1,0,1,1,0,10000.0,3,3,0
11085,66409624,43,Специалист,1,0,1,2,1,12000.0,6,6,0
11091,66409793,23,Специалист,1,0,1,0,0,15000.0,1,1,0
11092,66409970,60,Специалист,1,0,0,0,0,17000.0,2,2,0
11094,66410388,52,Рабочий,1,1,1,5,0,5000.0,2,2,0
11096,66410461,58,Специалист,1,1,1,2,0,12000.0,2,2,0
11098,66410799,23,Специалист,1,0,1,1,1,16000.0,1,1,0
11099,66411151,52,Специалист,1,0,1,0,0,13000.0,2,2,0
11101,66411317,31,Рабочий,1,0,1,1,1,6000.0,2,2,0
11103,66411353,46,Работник сферы услуг,1,0,1,1,1,20000.0,1,1,0
11104,66411480,25,Служащий,1,0,1,1,1,16000.0,1,1,1
11105,66411790,23,Специалист,1,0,1,0,0,13000.0,1,1,1
11106,66411910,37,Рабочий,1,0,0,0,0,19000.0,1,1,0
11107,66412017,44,Специалист,1,0,1,1,1,15000.0,2,2,0
11109,66412065,52,Специалист,1,0,1,2,0,10000.0,2,2,0
11111,66412104,53,Специалист,1,0,1,2,2,6000.0,2,2,0
11113,66412127,25,Индивидуальный предприниматель,1,0,1,0,0,15000.0,1,1,0
11114,66412142,42,Специалист,1,0,0,1,0,10000.0,2,2,0
11116,66412204,40,Руководитель среднего звена,1,0,1,1,1,8000.0,3,3,0
11119,66412295,36,Специалист,1,0,0,2,2,23000.0,3,3,0
11122,66412390,43,Специалист,1,0,1,2,2,10000.0,2,2,0
11124,66412418,56,Специалист,1,0,1,1,0,9000.0,2,2,0
11126,66412460,23,Высококвалифиц. специалист,1,0,1,0,0,16000.0,1,1,1
11127,66412506,30,Специалист,1,0,1,1,1,10000.0,2,2,0
11129,66412728,57,Специалист,1,1,1,0,0,25000.0,4,3,0
11133,66412748,23,Руководитель высшего звена,1,0,1,0,0,50000.0,1,1,0
11134,66413044,46,Специалист,1,0,1,1,1,4300.0,2,2,0
11136,66413794,60,Специалист,1,0,1,0,0,11000.0,4,4,0
11140,66413816,23,Специалист,1,0,1,0,0,22000.0,1,1,1
11141,66413872,37,Специалист,1,0,0,2,2,8000.0,3,3,0
11144,66414026,57,,0,1,1,0,0,8000.0,2,2,0
11146,66414105,32,Специалист,1,0,1,1,1,11000.0,2,2,0
11148,66414108,33,Специалист,1,0,0,2,2,25000.0,11,11,0
11159,66414146,34,Специалист,1,0,0,2,2,16000.0,2,2,1
11161,66414157,53,Специалист,1,0,1,2,1,4000.0,3,3,0
11164,66414591,40,Специалист,1,0,1,2,2,10000.0,2,2,0
11166,66414667,38,Специалист,1,0,1,3,2,10000.0,4,4,1
11170,66414992,23,Специалист,1,0,1,0,0,18000.0,1,1,0
11171,66415148,53,Специалист,1,0,0,1,0,7000.0,2,2,0
11173,66415780,29,Специалист,1,0,0,1,1,23000.0,5,5,1
11178,66416374,45,Специалист,1,0,1,2,1,9000.0,3,3,0
11181,66416427,39,Индивидуальный предприниматель,1,0,0,1,1,10000.0,2,2,0
11183,66416773,36,Специалист,1,0,1,0,0,7200.0,3,3,0
11186,66416852,32,Специалист,1,0,0,1,1,15000.0,3,3,0
11189,66417554,34,Специалист,1,0,1,1,1,7000.0,3,3,0
11192,66417673,31,Рабочий,1,0,1,1,1,10000.0,4,4,1
11196,66419095,39,Специалист,1,0,0,1,1,12000.0,2,2,0
11198,66419349,45,Специалист,1,0,1,1,0,10000.0,2,2,0
11200,66419740,30,Специалист,1,0,1,1,1,5300.0,3,3,0
11203,66420543,29,Специалист,1,0,0,0,0,27000.0,2,2,0
11205,66420656,26,Рабочий,1,0,0,1,1,9000.0,2,2,0
11207,66422803,31,Специалист,1,0,1,1,1,7000.0,3,3,0
11210,66423488,31,Специалист,1,0,0,1,1,8000.0,2,2,0
11212,66423529,34,Специалист,1,0,1,2,2,6400.0,2,2,0
11214,66423610,33,Специалист,1,0,1,1,1,12000.0,2,2,0
11216,66424154,61,,0,1,1,1,0,6000.0,2,2,0
11218,66424273,53,Специалист,1,0,1,2,1,20000.0,4,4,0
11222,66425100,63,,0,1,1,2,0,6000.0,3,3,0
11225,66425223,46,Специалист,1,0,1,2,1,6000.0,1,1,1
11226,66426469,55,,0,1,1,0,0,8000.0,2,2,0
11228,66426668,26,Специалист,1,0,1,0,0,11000.0,2,2,0
11230,66426894,30,Специалист,1,0,0,0,0,10000.0,2,2,0
11232,66427525,33,Специалист,1,0,1,1,1,10300.0,2,2,0
11234,66427744,33,Специалист,1,0,1,1,1,12000.0,2,2,0
11236,66427847,37,Специалист,1,0,1,1,1,8000.0,2,2,0
11238,66427892,29,Специалист,1,0,1,1,1,9000.0,3,3,0
11241,66428120,57,Специалист,1,0,1,2,0,14000.0,2,2,0
11243,66428403,35,Специалист,1,0,1,1,1,14000.0,2,2,0
11245,66428511,39,Специалист,1,0,1,1,1,9000.0,2,2,0
11247,66428839,28,Специалист,1,0,1,1,1,17000.0,4,4,1
11251,66429170,50,Специалист,1,0,1,2,0,10000.0,4,4,0
11255,66429178,47,Специалист,1,0,0,1,1,10000.0,3,3,0
11258,66429200,63,,0,1,0,4,0,6000.0,2,2,0
11260,66430154,65,Специалист,1,0,1,0,0,17000.0,6,6,0
11266,66430564,37,Руководитель среднего звена,1,0,0,1,1,10000.0,2,2,0
11268,66430792,57,Специалист,1,1,1,0,0,13000.0,2,2,0
11270,66431028,41,Специалист,1,0,1,1,1,12000.0,3,3,1
11273,66431039,37,Специалист,1,0,1,1,1,7800.0,2,2,0
11275,66431049,29,Специалист,1,0,1,1,1,15500.0,4,4,1
11279,66431479,27,Специалист,1,0,1,2,2,10000.0,3,3,0
11282,66431534,35,Специалист,1,0,1,2,2,9000.0,4,4,0
11286,66431938,29,Специалист,1,0,1,1,1,11000.0,3,3,0
11289,66432306,30,Специалист,1,0,0,0,0,15000.0,4,4,0
11293,66432530,64,Специалист,1,1,1,0,0,5000.0,3,3,0
11296,66432696,47,Специалист,1,0,1,1,1,6000.0,3,3,0
11299,66432857,41,Специалист,1,0,1,2,2,9000.0,2,2,0
11301,66432914,48,Рабочий,1,0,0,2,1,7000.0,2,2,0
11303,66433010,38,Специалист,1,0,1,1,1,15000.0,2,2,0
11305,66433331,30,Специалист,1,0,1,1,1,9000.0,2,2,0
11307,66433482,26,Специалист,1,0,0,0,0,10000.0,2,2,0
11309,66433606,64,Специалист,1,1,1,1,0,15500.0,3,3,0
11312,66433683,54,Специалист,1,0,1,2,0,12000.0,3,3,0
11315,66433984,44,Руководитель среднего звена,1,0,0,2,2,17000.0,6,6,0
11321,66515607,39,Руководитель среднего звена,1,0,1,1,1,7000.0,2,2,0
11323,66515977,55,Специалист,1,0,1,0,0,10000.0,2,2,0
11325,66516141,34,Специалист,1,0,1,2,2,8000.0,3,3,0
11328,66516294,41,Специалист,1,0,1,1,1,6500.0,2,2,0
11330,66516484,35,Специалист,1,0,0,1,1,7000.0,4,4,0
11334,66516742,57,,0,1,1,2,0,3000.0,2,2,0
11336,66517047,46,Специалист,1,0,1,2,0,6500.0,2,2,0
11338,66517291,34,Специалист,1,0,0,1,0,25000.0,2,2,0
